Ph1,Ph2,Ph3
-0.03731868183407137,0.0,0.029134266095837972
-0.023502638890190095,1.0,0.05709711657433313
-0.07401087412043696,1.0,0.1514044607210356
-0.0027840934559833007,0.0,0.013556473853380806
0.003770017374809424,1.0,-0.011554193584398067
-0.062425331909131895,1.0,0.0786676955106686
0.009334407713741001,0.0,0.00506069431047097
-0.06801273517550314,0.0,0.051274105806727616
-0.07637808587810653,0.0,0.06092465657304691
-0.05334867844852244,1.0,0.07698157476398064
-0.0016632882151425348,0.0,0.09758023525560774
0.025533882324085,0.0,-0.010072139292722122
0.009391800220159233,0.0,0.019029950674897742
0.008974903458010589,0.0,-0.054677695724818
0.04567053816018487,0.0,-0.05868731595268437
-0.047597246295525274,0.0,0.029084476164398312
0.005746886791220726,0.0,0.011272219721403798
-0.07523619018885515,0.0,0.05725210395953372
-0.05679235490276469,0.0,0.029349316255968445
-0.012803627911201588,0.0,0.003058979109947492
-0.043076344926728176,0.0,0.014348242537799268
-0.038172166375313975,0.0,-0.001605003488920123
-0.025472468063557747,0.0,0.009488655684617342
-0.023965470176461574,0.0,0.02386992794430914
-0.055591543445092505,0.0,0.03168329382259082
-0.101544210319702,1.0,0.12495700016191674
-0.062134388948988366,0.0,0.07549479908512274
-0.009180713603509971,0.0,0.1061331278999061
-0.024614677958787596,1.0,0.0351823588041744
-0.06844614751230821,0.0,0.04191187850718402
-0.02017719898434239,1.0,0.003966894682342475
-0.0763814015276978,0.0,0.05433013574907092
0.025134110995551087,0.0,0.01281291488311811
-0.0036021224054563327,0.0,0.0465200830408322
-0.006770423797269704,0.0,0.05523283451863382
-0.04089502316399573,0.0,-0.01664951483518553
-0.02124446881953956,0.0,0.051792830543200025
-0.04109136280429309,0.0,-0.0016554812616342046
-0.09590939758312277,0.0,0.02493962526171681
-0.02214418589972221,1.0,0.026504707875701743
-0.04480763043010024,0.0,-0.06858393106436618
-0.029982989467846295,0.0,-0.035302251328398496
-0.06895706813714615,1.0,0.008826231006860433
0.06200473462405151,0.0,0.04044106263958828
0.030463596035442794,0.0,-0.03332411477243874
-0.029731289437638787,0.0,0.05718427506408836
0.02643369643778747,1.0,0.0022963291659345354
-0.024978364921179916,0.0,-0.017544483712523536
0.06590708326286407,0.0,0.0018418813554317679
-0.00290146372575369,1.0,0.049537566407435965
0.007592874241851015,1.0,-0.03010364935147311
0.007031338549913384,1.0,-0.0023354249039812852
0.007411991366639101,0.0,-0.004135414275620959
0.039361441410633,1.0,0.01318381437911648
0.01568488394202313,0.0,0.0037213057069209925
-0.0016246949167708928,1.0,0.10162418650906825
0.025551735902179067,1.0,0.02707696472320849
-0.014684105384165775,1.0,0.025624610513751235
0.02197010854570548,1.0,0.03278501726615472
-0.02604928140259568,0.0,-0.0017131054103890083
0.041924999945434215,0.0,0.06791847934185342
0.007622769599597997,0.0,0.054684824985190596
0.03223583706870927,0.0,-0.053165463868599584
0.027545732353899108,0.0,0.03131275997033136
-0.019164431805252565,0.0,0.016839936871558114
0.01118695202753398,1.0,0.003776086448568894
-0.0006858854554392514,0.0,-0.09369768574965028
0.016977230977905468,0.0,-0.02403270171718683
-0.004733197723764278,0.0,-0.03638151677904505
0.01804159583018615,0.0,0.025818841894682372
-0.0388250852991866,0.0,0.04928205997379047
0.013692452581972341,0.0,-0.07606304711166421
-0.026421508852835087,1.0,0.039584463414963196
0.02068736093220434,1.0,-0.052888545190377265
0.04457631263484545,0.0,-0.02782581891965601
0.02436432265377584,1.0,0.03496047930685017
0.00978290877889236,1.0,0.005180298372851852
0.02283574539507001,1.0,-0.07030539097613547
0.033985832216447014,0.0,-0.0414798164413351
0.01820547533462312,1.0,0.07184734870555864
0.0030750972076928544,0.0,0.05307992856109375
0.004217940019335436,1.0,0.002370501450929872
0.011142939164674907,0.0,-0.11162934775291423
-0.07821616239836292,0.0,0.03292163819895811
-0.1274269812883542,0.0,0.013297101580810695
0.055397257680508676,0.0,0.004192096630852815
0.08022520825150074,1.0,-0.08184174145379015
-0.028368323777601297,1.0,0.011634187714489161
0.04181967116160283,0.0,-0.008569720324699728
0.05000269845903845,0.0,-0.006377229710208706
-0.03193368912072683,1.0,-0.03197577905859333
0.05112240190112068,0.0,0.06820084241352051
-0.036829413646010965,0.0,0.07244524525202066
-0.1091528561153533,0.0,0.050732532724875906
-0.05658472247716657,1.0,0.028130246949468016
-0.014276860545856878,0.0,0.002118214144661056
-0.005757646933699802,0.0,-0.06798498275219142
0.020893420748340084,0.0,-0.039304960764609646
-0.014041607632915246,0.0,0.04104687521683621
0.0010620689322336043,0.0,-0.07390002762622175
-0.007927982155455301,1.0,-0.005600969459044273
-0.021005836093052826,0.0,-0.0333209373443987
0.012851483427589997,1.0,-0.05780128655288223
-0.012368335036277881,0.0,-0.02868631045205623
0.06072709493415949,0.0,-0.05683344385075477
0.013583417347935778,1.0,0.04333890446704034
-0.014222181369253694,0.0,-0.016323008963737288
-0.01412793389500841,0.0,0.01579086324350304
