Ph1,Ph2,Ph3
-0.016497077132278118,1.0,-0.04445972723719296
-0.05016257290751073,1.0,0.0044880608734630175
0.07259165204459625,0.0,0.017853977778897676
-0.004362763394612059,0.0,-0.0006456288448309333
0.023245533511265296,1.0,-0.01366743448388415
0.0029734953895651896,0.0,-0.039807268886583494
0.03840960216734997,1.0,0.060193270537756166
0.045205101207836315,0.0,0.07918858709084278
0.0620836472295504,0.0,0.013955411892847625
-0.024000767658001538,1.0,-0.024876286255001715
0.06428107885018541,1.0,-0.042174165778778805
0.03590004727254007,1.0,0.04412219229462244
0.056054175291041494,1.0,-0.05064013180745166
0.031347147653333324,1.0,0.06678395249683311
-0.02743610640820355,0.0,-0.04904513972551632
0.030908650476983747,0.0,-0.045941261247144996
0.010455383792049354,1.0,0.07112417393371927
0.05522303090305208,0.0,-0.035506750029510405
0.01945031819162622,1.0,0.014367625643163288
0.013598776014864306,0.0,-0.016614526441785578
0.011558366209617716,1.0,0.008558443579070395
0.055900716245306487,0.0,-0.01584181763669067
0.020661056771296708,1.0,-0.03921849768476091
0.09669674633346434,1.0,0.011085953807436969
-0.03384526321369444,1.0,-0.01768174236683699
0.027719216825189002,1.0,-0.023124118198821094
0.04558067086128335,1.0,-0.05197685828091564
0.09190570209797841,1.0,-0.037118103687324905
-0.03650482762690596,1.0,0.09789444988530395
0.013274667893711994,1.0,-0.07123326263663018
0.009416267348088087,1.0,0.08956600530687726
0.07496220496316283,0.0,-0.04439414168419254
-0.046876883914087605,0.0,0.10902403449932933
0.0551466566820758,0.0,0.032465204512705216
0.027014688019059895,1.0,-0.048554740917539606
0.019833441234907063,1.0,-0.02760260358188916
0.04237819109200488,0.0,0.024286174281026907
0.040158108865405884,0.0,0.13032847096860292
0.04625513735814304,0.0,0.08218202961254537
0.0505510448653918,1.0,0.034335191406611454
0.039940605661600015,0.0,-0.08558727140688513
0.0006631873328206763,0.0,-0.014277164669198778
0.05647833400376593,0.0,0.020601594384889718
0.004788198996431709,0.0,-0.07573984762856442
0.012702725834234749,1.0,-0.07080884512111345
0.026773975738055563,1.0,0.010902950213927216
0.01618895958591221,1.0,0.08444611029467781
0.03447830771528353,0.0,-0.025555333102210816
-0.008615154054813312,0.0,-0.05979444203062249
-0.003316576442772498,1.0,-0.01148239366299693
0.010237502247932451,1.0,-0.07126767530694325
0.00686213981087567,1.0,-0.007356605662503005
-0.052145312240032465,1.0,0.070321063117632
0.06703434689433545,0.0,-0.028530573462895246
-0.017233166385286335,1.0,0.027306119074580526
-0.020713345870751743,0.0,0.06403173327024796
-0.00249174846044093,0.0,-0.011070527564761425
0.010774914408976042,1.0,0.0074018182590026545
0.025123890923144956,1.0,-0.05072769096501169
0.027607001794238983,0.0,-0.05075424113799547
0.03728685403788889,0.0,-0.033821374858521956
0.08749937437662367,0.0,0.02525781264742024
0.0023604504229311064,0.0,-0.04039593924410882
0.06148666685555007,0.0,-0.057923749252208605
0.03003066310050571,1.0,0.02301856427222853
-0.010046981755463131,1.0,-0.06590575033342752
0.0434744413311314,0.0,-0.01721988435485249
-0.013125872594584451,1.0,0.019635701010686953
0.03543369438506737,1.0,0.01294177499675409
0.03940895165564785,0.0,-0.06794618431741832
0.06947403111562879,1.0,-0.005979181105910478
0.03951068994343067,0.0,-0.00031542314439482764
-0.06024205117713185,0.0,0.08712209131758578
0.046035625653510485,0.0,0.007461703249426933
-0.043771187132262766,0.0,-0.07215059174093091
0.011922218986482032,0.0,0.02231814895859908
-0.008614618097578115,0.0,0.02527672422008472
-0.01779977926510872,0.0,-0.021579780896797924
-0.08717670643479382,1.0,-0.07170440954712531
-0.039550538473995624,0.0,-0.0692072625238537
-0.08180042539270602,0.0,0.05163876525486628
-0.0006334250308767623,1.0,-0.06641433986133119
0.04448195566636048,0.0,-0.07777675924956966
-0.07396463588544863,1.0,-0.008185117461593536
-0.02513430570789721,1.0,0.08955775220705033
-0.12248727764291259,1.0,-0.10638921603540032
-0.12235756913150708,1.0,-0.027416340213969284
-0.05131775574505826,1.0,-0.06031400115733301
-0.07970894856417975,1.0,0.025207840723494277
-0.0937332020747373,1.0,-0.08644381714007128
-0.05011679439258408,1.0,-0.03506735749902127
-0.027502953942385916,1.0,-0.030295967312432254
0.025285665223683095,1.0,-0.03346835724336922
-0.004180119672695291,1.0,-0.010946328707156122
-0.0659451506024549,0.0,-0.030745087293265572
-0.02229761462397169,1.0,-0.03172419158905899
-0.06799551573642991,1.0,-0.011955630545828579
-0.04267237711913684,1.0,0.07409792523189346
0.031123534237049874,0.0,-0.024731331664202785
0.07526205272627241,1.0,-0.05665790848589463
0.04109159417550309,0.0,0.009789242330203519
-0.06339681325630829,1.0,0.002809355577256177
0.0007667415529966883,0.0,-0.0026403577849877526
0.0646294752260808,1.0,-0.02046747476260618
0.07125141723987966,1.0,0.004420753518556736
0.025049699187733313,1.0,0.004145230762444135
-0.04924438396381444,1.0,0.08372336512091078
0.029712188485012125,0.0,-0.04775727706123356
0.02011270086436836,1.0,-0.06831545775376596
0.03326173245472234,1.0,-0.008016716214007891
-0.24864079523131594,0.0,0.05622610695487826
-0.09179359759677992,1.0,-0.057338958714169615
-0.15142945001418562,0.0,-0.2197567372369349
0.027760371752776125,1.0,-0.0783549889227561
0.013822772390099023,1.0,-0.005584011442072379
-0.04366218211445043,0.0,0.04453695064340115
-0.010366261486881915,1.0,0.05369448892852965
-0.016592001451117135,1.0,-0.038578851152930346
-0.02307607932548806,1.0,-0.04018614451181491
0.046396791164052986,1.0,0.034713595488329016
-0.06285774342794062,1.0,-0.0012549984675120115
-0.04399548048023199,1.0,-0.001002860682011104
-0.004972579326706857,0.0,0.02424060435858745
0.0792980464282644,1.0,0.07579650316655653
0.07083485750462637,1.0,-0.08688282446178107
-0.1730235919758514,1.0,0.02568846859973887
0.016289739840684447,1.0,-0.015135217482511554
-0.16500469346734004,1.0,-0.12215547324658517
0.04409101180539811,1.0,0.0008738042796787433
-0.03783525382986741,1.0,-0.09581648073559758
-0.11776840150972834,1.0,0.01610714712395061
0.034490918866431804,1.0,0.028136078859903754
-0.010652835456904281,0.0,0.08566925161097179
-0.09790269119541284,1.0,0.02647634043557712
-0.013336488649025311,0.0,0.027598756722412635
-0.010914935811799961,0.0,-0.0631817472014616
-0.141781598102753,1.0,-0.09834403103588775
-0.07139067928280195,0.0,-0.01653991660851005
0.0025365959190817135,1.0,-0.05091511902513363
0.014474600417728117,1.0,-0.03509182920403348
0.0031068594102421016,0.0,0.04883858487696623
-0.1313610337468441,0.0,-0.016168798128847046
-0.070088163249774,1.0,-0.12236763286600498
-0.002505466622397993,1.0,-0.09806496668494344
-0.017199468979509483,0.0,-0.034679525408193426
0.022005910997179547,0.0,0.04628694195991619
0.0007021275825017815,1.0,0.13523368336328676
-0.01981991474571354,1.0,-0.02302401345390926
0.005766800276604525,1.0,-0.017432218619445092
-0.014536477882167647,1.0,-0.025536550143846728
0.0035434632906692232,1.0,0.010769233470033113
-0.030322987185989574,1.0,0.00550706794865452
-0.018164571097480722,1.0,0.139136305627606
0.05523009201257204,0.0,-0.07613881901917842
-0.04061346619521256,1.0,-0.020028843822280932
-0.05540525784836108,1.0,-0.12528849524063757
-0.12493470744406332,1.0,-0.17786473773490458
0.07457489633740146,1.0,-0.024654568871607642
0.04307303728468633,1.0,-0.006892593625641708
-0.004056736604169431,1.0,0.0477418060876214
-0.028846984097926246,1.0,-0.05671999992029777
-0.010163601658858379,1.0,0.084825353124468
-0.05538690330395488,1.0,0.0418323039327995
0.1530648874923081,0.0,-0.05528542528480502
0.0316876524164104,0.0,-0.03746230887485846
-0.04366233265565893,0.0,0.03362012615441547
0.07672148960059921,1.0,-0.025233873126010636
0.00749424440849449,1.0,0.0030908586054409063
0.01069869857181583,0.0,0.08815735219738371
0.0775484356387478,1.0,-0.0050587166783670826
-0.07231443461945333,1.0,-0.08474668717339537
0.006668069674307451,1.0,0.008856125539997269
0.015409858305149867,0.0,0.04046545247677013
0.03701392193104564,1.0,-5.85638873492823e-5
0.06067018557369742,1.0,0.017524291028816214
-0.01351417052880836,1.0,-0.05399256341803727
0.051064128665880115,1.0,0.03563727145116384
-0.0033246785184536695,0.0,0.0008271808050088111
-0.02398371078826029,1.0,0.027805484770772746
0.07452662788213489,0.0,-0.022101027210126627
0.04852458916802225,1.0,0.0099855817524346
0.0005741857805187251,1.0,0.05564305606758635
-0.008705718398937542,0.0,0.028235593483629813
0.1073568586529544,0.0,-0.006457075905362764
0.04561562935545911,1.0,0.01909988113464723
-0.00564394390995896,0.0,0.06339776512555637
0.0324676295529927,0.0,-0.04732268657388366
0.07804806022428436,1.0,0.0396682114744691
0.09794438874031029,0.0,0.04081767364556762
0.03027857127446721,0.0,0.00016248188055256377
0.0280445279834994,1.0,-0.016033191991873415
0.01571116781798947,1.0,0.001987831790462595
0.019119819050913076,1.0,0.023249612892049958
0.014135582797919422,1.0,0.07114650921625783
-0.002031038864115585,0.0,-0.00037063909864980574
0.09561674299925689,0.0,0.07257257047659951
0.014744846360858276,1.0,-0.006791319250358541
-0.027501835394836235,0.0,0.07855949236713303
0.07886309008116432,1.0,-0.048888783124839956
0.02954898026541737,0.0,-0.01830215198574245
-0.001676609918680654,1.0,-0.0440042894958247
-0.00432136095239618,1.0,0.0037033511004104587
0.09836800865741877,0.0,-0.013265169493550501
0.05501368844770079,0.0,0.07290837940686981
0.05831893710441211,1.0,-0.05107724274690152
0.003449555035397989,0.0,0.0035193200253931496
0.02479902871768389,1.0,0.04016224919231816
0.06827248969727981,1.0,-0.004426033765105963
0.015334127896228266,1.0,0.02104248069513091
0.03781537212911807,0.0,-0.07809760400168957
-0.005080870546857636,1.0,-0.008838813720429129
0.01697765623052073,1.0,-0.02974931378394642
0.035679380227222106,1.0,0.05048121511551855
0.04385797191016541,1.0,0.03623338093126551
0.051562845470952745,1.0,0.015819018413257294
0.09197182693598627,0.0,-0.00524523589978769
0.13170965393791792,0.0,-0.041737146750644605
-0.0364685792856336,0.0,0.028999207933780566
-0.01066492172332354,0.0,0.07146020660021925
0.04988983573807857,0.0,-0.0028312487260875444
-0.009901845845450504,1.0,0.051691589319831185
-0.11501601874670526,0.0,0.05778889422056098
-0.08132368725839226,0.0,-0.07254087346391097
-0.1842908955645054,0.0,-0.04210808165150931
-0.04976104216422558,0.0,-0.006297715535056431
0.04326799529372595,0.0,-0.11109509653601145
-0.03496154933649377,1.0,-0.054575498779019245
-0.1325297729591235,1.0,-0.10707860264320884
0.0683211510888756,1.0,-0.06302942738426832
-0.007889847705449114,1.0,0.0424057161300684
0.034110595092715947,0.0,0.08102153138336797
0.06864588509296245,0.0,-0.07100322747494757
0.07019461697022324,1.0,0.11783631173534798
0.018782276932690998,1.0,0.03036187352836714
-0.054145928215213815,1.0,0.02298970499667095
-0.011758700293357566,1.0,-0.03777489885167358
0.04978555304905994,1.0,0.09748941582186339
-0.0010450465042315833,0.0,-0.028538681635033817
0.014834343026925706,0.0,0.009004584040746126
0.03170825622625372,0.0,0.010715984826630776
0.010620209564719275,1.0,-0.006801885946065081
0.025820530529240708,0.0,0.029242802486469224
0.04334110672592588,0.0,-0.049616150571612755
0.03853637520395931,0.0,-0.012495238764998251
0.043701034735475625,0.0,-0.004046813958862638
0.07315533561729876,0.0,-0.020618974673591306
-0.04002523597888247,0.0,-0.01661370106264755
-0.006107431493492355,0.0,-0.028797237074275395
0.031071849940492946,0.0,0.004473298898355047
-0.040465654557308495,0.0,0.03443710361788527
0.010380918621256507,1.0,0.025018412310432725
-0.009949882594059604,0.0,0.06925120494199322
